date_time,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume,weather_event_count,year,month,day,hour,day_of_week,day_name,month_name,week_of_year,is_weekend,is_holiday,is_morning_rush_hour,is_evening_rush_hour,temp_celsius,temp_fahrenheit
2012-10-04 20:00:00,None,292.43,0.0,0.0,40,Clouds,scattered clouds,3037,1,2012,10,4,20,3,Thursday,October,40,0,0,0,0,19.28,66.7
2012-10-04 21:00:00,None,291.77,0.0,0.0,75,Clouds,broken clouds,2822,1,2012,10,4,21,3,Thursday,October,40,0,0,0,0,18.62,65.52
2012-10-04 22:00:00,None,291.36,0.0,0.0,75,Clouds,broken clouds,1992,1,2012,10,4,22,3,Thursday,October,40,0,0,0,0,18.21,64.78
2012-10-04 23:00:00,None,291.12,0.0,0.0,75,Clouds,broken clouds,1166,1,2012,10,4,23,3,Thursday,October,40,0,0,0,0,17.97,64.35
2012-10-05 00:00:00,None,290.63,0.0,0.0,75,Clouds,broken clouds,627,1,2012,10,5,0,4,Friday,October,40,0,0,0,0,17.48,63.46
2012-10-05 01:00:00,None,290.46,0.0,0.0,40,Clouds,scattered clouds,388,1,2012,10,5,1,4,Friday,October,40,0,0,0,0,17.31,63.16
2012-10-05 03:00:00,None,289.26,0.0,0.0,0,Clear,sky is clear,368,1,2012,10,5,3,4,Friday,October,40,0,0,0,0,16.11,61.0
2012-10-05 05:00:00,None,283.21,0.0,0.0,75,Clouds,broken clouds,2489,1,2012,10,5,5,4,Friday,October,40,0,0,0,0,10.06,50.11
2012-10-05 06:00:00,None,282.24,0.0,0.0,90,Clouds,overcast clouds,5537,1,2012,10,5,6,4,Friday,October,40,0,0,1,0,9.09,48.36
2012-10-05 07:00:00,None,281.69,0.0,0.0,90,Clouds,overcast clouds,6628,1,2012,10,5,7,4,Friday,October,40,0,0,1,0,8.54,47.37
2012-10-05 08:00:00,None,280.57,0.0,0.0,90,Clouds,overcast clouds,5534,1,2012,10,5,8,4,Friday,October,40,0,0,1,0,7.42,45.36
2012-10-05 09:00:00,None,280.02,0.0,0.0,75,Clouds,broken clouds,5403,1,2012,10,5,9,4,Friday,October,40,0,0,1,0,6.87,44.37
2012-10-05 10:00:00,None,280.11,0.0,0.0,75,Clouds,broken clouds,4770,1,2012,10,5,10,4,Friday,October,40,0,0,0,0,6.96,44.53
2012-10-05 11:00:00,None,280.0,0.0,0.0,90,Clouds,overcast clouds,5217,1,2012,10,5,11,4,Friday,October,40,0,0,0,0,6.85,44.33
2012-10-05 12:00:00,None,280.53,0.0,0.0,90,Clouds,overcast clouds,5870,1,2012,10,5,12,4,Friday,October,40,0,0,0,0,7.38,45.28
2012-10-05 13:00:00,None,281.43,0.0,0.0,75,Clouds,broken clouds,5967,1,2012,10,5,13,4,Friday,October,40,0,0,0,0,8.28,46.9
2012-10-05 14:00:00,None,281.78,0.0,0.0,90,Clouds,overcast clouds,6108,1,2012,10,5,14,4,Friday,October,40,0,0,0,0,8.63,47.53
2012-10-05 15:00:00,None,281.91,0.0,0.0,90,Clouds,overcast clouds,6128,1,2012,10,5,15,4,Friday,October,40,0,0,0,1,8.76,47.77
2012-10-05 16:00:00,None,281.73,0.0,0.0,90,Clouds,overcast clouds,6069,1,2012,10,5,16,4,Friday,October,40,0,0,0,1,8.58,47.44
2012-10-05 17:00:00,None,281.42,0.0,0.0,90,Clouds,overcast clouds,6169,1,2012,10,5,17,4,Friday,October,40,0,0,0,1,8.27,46.89
2012-10-05 18:00:00,None,280.87,0.0,0.0,90,Clouds,overcast clouds,5384,1,2012,10,5,18,4,Friday,October,40,0,0,0,1,7.72,45.9
2012-10-05 19:00:00,None,280.15,0.0,0.0,90,Clouds,overcast clouds,4063,1,2012,10,5,19,4,Friday,October,40,0,0,0,0,7.0,44.6
2012-10-05 20:00:00,None,279.78,0.0,0.0,90,Clouds,overcast clouds,3364,1,2012,10,5,20,4,Friday,October,40,0,0,0,0,6.63,43.93
2012-10-05 21:00:00,None,279.65,0.0,0.0,75,Clouds,broken clouds,2971,1,2012,10,5,21,4,Friday,October,40,0,0,0,0,6.5,43.7
2012-10-05 22:00:00,None,279.22,0.0,0.0,40,Clouds,scattered clouds,2450,1,2012,10,5,22,4,Friday,October,40,0,0,0,0,6.07,42.93
2012-10-05 23:00:00,None,279.06,0.0,0.0,40,Clouds,scattered clouds,1832,1,2012,10,5,23,4,Friday,October,40,0,0,0,0,5.91,42.64
2012-10-06 00:00:00,None,278.81,0.0,0.0,90,Clouds,overcast clouds,1231,1,2012,10,6,0,5,Saturday,October,40,1,0,0,0,5.66,42.19
2012-10-06 01:00:00,None,278.55,0.0,0.0,90,Clouds,overcast clouds,718,1,2012,10,6,1,5,Saturday,October,40,1,0,0,0,5.4,41.72
2012-10-06 02:00:00,None,278.59,0.0,0.0,90,Clouds,overcast clouds,545,1,2012,10,6,2,5,Saturday,October,40,1,0,0,0,5.44,41.79
2012-10-06 04:00:00,None,276.99,0.0,0.0,75,Clouds,broken clouds,411,1,2012,10,6,4,5,Saturday,October,40,1,0,0,0,3.84,38.91
2012-10-06 05:00:00,None,276.35,0.0,0.0,20,Clouds,few clouds,688,1,2012,10,6,5,5,Saturday,October,40,1,0,0,0,3.2,37.76
2012-10-06 06:00:00,None,275.4,0.0,0.0,1,Clear,sky is clear,1352,1,2012,10,6,6,5,Saturday,October,40,1,0,0,0,2.25,36.05
2012-10-06 07:00:00,None,275.17,0.0,0.0,1,Clear,sky is clear,2072,1,2012,10,6,7,5,Saturday,October,40,1,0,0,0,2.02,35.64
2012-10-06 08:00:00,None,274.99,0.0,0.0,1,Clear,sky is clear,3342,1,2012,10,6,8,5,Saturday,October,40,1,0,0,0,1.84,35.31
2012-10-06 09:00:00,None,275.09,0.0,0.0,40,Clouds,scattered clouds,4258,1,2012,10,6,9,5,Saturday,October,40,1,0,0,0,1.94,35.49
2012-10-06 10:00:00,None,276.88,0.0,0.0,20,Clouds,few clouds,4861,1,2012,10,6,10,5,Saturday,October,40,1,0,0,0,3.73,38.71
2012-10-06 11:00:00,None,278.04,0.0,0.0,20,Clouds,few clouds,5191,1,2012,10,6,11,5,Saturday,October,40,1,0,0,0,4.89,40.8
2012-10-06 12:00:00,None,279.08,0.0,0.0,40,Clouds,scattered clouds,5669,1,2012,10,6,12,5,Saturday,October,40,1,0,0,0,5.93,42.67
2012-10-06 13:00:00,None,280.12,0.0,0.0,75,Clouds,broken clouds,5074,1,2012,10,6,13,5,Saturday,October,40,1,0,0,0,6.97,44.55
2012-10-06 14:00:00,None,280.25,0.0,0.0,75,Clouds,broken clouds,5025,1,2012,10,6,14,5,Saturday,October,40,1,0,0,0,7.1,44.78
2012-10-06 15:00:00,None,280.0,0.0,0.0,75,Clouds,broken clouds,5153,1,2012,10,6,15,5,Saturday,October,40,1,0,0,0,6.85,44.33
2012-10-06 16:00:00,None,279.06,0.0,0.0,90,Clouds,overcast clouds,5024,1,2012,10,6,16,5,Saturday,October,40,1,0,0,0,5.91,42.64
2012-10-06 17:00:00,None,278.91,0.0,0.0,90,Clouds,overcast clouds,4779,1,2012,10,6,17,5,Saturday,October,40,1,0,0,0,5.76,42.37
2012-10-06 18:00:00,None,278.39,0.0,0.0,90,Clouds,overcast clouds,4362,1,2012,10,6,18,5,Saturday,October,40,1,0,0,0,5.24,41.43
2012-10-06 19:00:00,None,278.16,0.0,0.0,90,Clouds,overcast clouds,3860,1,2012,10,6,19,5,Saturday,October,40,1,0,0,0,5.01,41.02
2012-10-06 20:00:00,None,278.16,0.0,0.0,90,Clouds,overcast clouds,3160,1,2012,10,6,20,5,Saturday,October,40,1,0,0,0,5.01,41.02
2012-10-06 21:00:00,None,277.93,0.0,0.0,90,Clouds,overcast clouds,2992,1,2012,10,6,21,5,Saturday,October,40,1,0,0,0,4.78,40.6
2012-10-06 22:00:00,None,276.9,0.0,0.0,90,Clouds,overcast clouds,3202,1,2012,10,6,22,5,Saturday,October,40,1,0,0,0,3.75,38.75
2012-10-06 23:00:00,None,276.34,0.0,0.0,75,Clouds,broken clouds,1941,1,2012,10,6,23,5,Saturday,October,40,1,0,0,0,3.19,37.74
2012-10-07 00:00:00,None,276.11,0.0,0.0,75,Clouds,broken clouds,1233,1,2012,10,7,0,6,Sunday,October,40,1,0,0,0,2.96,37.33
2012-10-07 03:00:00,None,275.73,0.0,0.0,90,Clouds,overcast clouds,323,1,2012,10,7,3,6,Sunday,October,40,1,0,0,0,2.58,36.64
2012-10-07 04:00:00,None,275.65,0.0,0.0,90,Clouds,overcast clouds,312,1,2012,10,7,4,6,Sunday,October,40,1,0,0,0,2.5,36.5
2012-10-07 05:00:00,None,275.51,0.0,0.0,75,Clouds,broken clouds,627,1,2012,10,7,5,6,Sunday,October,40,1,0,0,0,2.36,36.25
2012-10-07 06:00:00,None,275.05,0.0,0.0,90,Clouds,overcast clouds,1508,1,2012,10,7,6,6,Sunday,October,40,1,0,0,0,1.9,35.42
2012-10-07 07:00:00,None,274.77,0.0,0.0,90,Clouds,overcast clouds,1539,1,2012,10,7,7,6,Sunday,October,40,1,0,0,0,1.62,34.92
2012-10-07 08:00:00,None,274.77,0.0,0.0,75,Clouds,broken clouds,2232,1,2012,10,7,8,6,Sunday,October,40,1,0,0,0,1.62,34.92
2012-10-07 09:00:00,None,275.55,0.0,0.0,75,Clouds,broken clouds,4568,1,2012,10,7,9,6,Sunday,October,40,1,0,0,0,2.4,36.32
2012-10-07 10:00:00,None,276.24,0.0,0.0,75,Clouds,broken clouds,4624,1,2012,10,7,10,6,Sunday,October,40,1,0,0,0,3.09,37.56
2012-10-07 11:00:00,None,277.01,0.0,0.0,90,Clouds,overcast clouds,4529,1,2012,10,7,11,6,Sunday,October,40,1,0,0,0,3.86,38.95
2012-10-07 12:00:00,None,277.43,0.0,0.0,90,Clouds,overcast clouds,5139,1,2012,10,7,12,6,Sunday,October,40,1,0,0,0,4.28,39.7
2012-10-07 13:00:00,None,278.45,0.0,0.0,90,Clouds,overcast clouds,6640,1,2012,10,7,13,6,Sunday,October,40,1,0,0,0,5.3,41.54
2012-10-07 14:00:00,None,279.27,0.0,0.0,90,Clouds,overcast clouds,6589,1,2012,10,7,14,6,Sunday,October,40,1,0,0,0,6.12,43.02
2012-10-07 15:00:00,None,279.27,0.0,0.0,90,Clouds,overcast clouds,4429,1,2012,10,7,15,6,Sunday,October,40,1,0,0,0,6.12,43.02
2012-10-07 16:00:00,None,279.44,0.0,0.0,90,Clouds,overcast clouds,4329,1,2012,10,7,16,6,Sunday,October,40,1,0,0,0,6.29,43.32
2012-10-07 17:00:00,None,279.32,0.0,0.0,90,Clouds,overcast clouds,3833,1,2012,10,7,17,6,Sunday,October,40,1,0,0,0,6.17,43.11
2012-10-07 18:00:00,None,279.27,0.0,0.0,90,Clouds,overcast clouds,4015,1,2012,10,7,18,6,Sunday,October,40,1,0,0,0,6.12,43.02
2012-10-07 19:00:00,None,278.11,0.0,0.0,90,Clouds,overcast clouds,3382,1,2012,10,7,19,6,Sunday,October,40,1,0,0,0,4.96,40.93
2012-10-07 20:00:00,None,276.79,0.0,0.0,75,Clouds,broken clouds,2815,1,2012,10,7,20,6,Sunday,October,40,1,0,0,0,3.64,38.55
2012-10-07 21:00:00,None,275.73,0.0,0.0,90,Clouds,overcast clouds,2110,1,2012,10,7,21,6,Sunday,October,40,1,0,0,0,2.58,36.64
2012-10-07 22:00:00,None,274.88,0.0,0.0,75,Clouds,broken clouds,1555,1,2012,10,7,22,6,Sunday,October,40,1,0,0,0,1.73,35.11
2012-10-07 23:00:00,None,273.92,0.0,0.0,20,Clouds,few clouds,959,1,2012,10,7,23,6,Sunday,October,40,1,0,0,0,0.77,33.39
2012-10-08 00:00:00,Columbus Day,273.08,0.0,0.0,20,Clouds,few clouds,455,1,2012,10,8,0,0,Monday,October,41,0,1,0,0,-0.07,31.87
2012-10-08 01:00:00,None,272.62,0.0,0.0,20,Clouds,few clouds,336,1,2012,10,8,1,0,Monday,October,41,0,0,0,0,-0.53,31.05
2012-10-08 02:00:00,None,271.78,0.0,0.0,1,Clear,sky is clear,265,1,2012,10,8,2,0,Monday,October,41,0,0,0,0,-1.37,29.53
2012-10-08 03:00:00,None,271.05,0.0,0.0,1,Clear,sky is clear,314,1,2012,10,8,3,0,Monday,October,41,0,0,0,0,-2.1,28.22
2012-10-08 04:00:00,None,270.63,0.0,0.0,1,Clear,sky is clear,779,1,2012,10,8,4,0,Monday,October,41,0,0,0,0,-2.52,27.46
2012-10-08 05:00:00,None,270.33,0.0,0.0,1,Clear,sky is clear,2571,1,2012,10,8,5,0,Monday,October,41,0,0,0,0,-2.82,26.92
2012-10-08 06:00:00,None,269.61,0.0,0.0,20,Clouds,few clouds,5563,1,2012,10,8,6,0,Monday,October,41,0,0,1,0,-3.54,25.63
2012-10-08 07:00:00,None,270.01,0.0,0.0,20,Clouds,few clouds,6676,1,2012,10,8,7,0,Monday,October,41,0,0,1,0,-3.14,26.35
2012-10-08 08:00:00,None,271.23,0.0,0.0,20,Clouds,few clouds,5966,1,2012,10,8,8,0,Monday,October,41,0,0,1,0,-1.92,28.54
2012-10-08 09:00:00,None,273.71,0.0,0.0,20,Clouds,few clouds,4832,1,2012,10,8,9,0,Monday,October,41,0,0,1,0,0.56,33.01
2012-10-08 10:00:00,None,276.77,0.0,0.0,20,Clouds,few clouds,4395,1,2012,10,8,10,0,Monday,October,41,0,0,0,0,3.62,38.52
2012-10-08 11:00:00,None,279.47,0.0,0.0,20,Clouds,few clouds,4411,1,2012,10,8,11,0,Monday,October,41,0,0,0,0,6.32,43.38
2012-10-08 12:00:00,None,279.84,0.0,0.0,1,Clear,sky is clear,4648,1,2012,10,8,12,0,Monday,October,41,0,0,0,0,6.69,44.04
2012-10-08 13:00:00,None,282.34,0.0,0.0,40,Clouds,scattered clouds,4602,1,2012,10,8,13,0,Monday,October,41,0,0,0,0,9.19,48.54
2012-10-08 14:00:00,None,282.94,0.0,0.0,40,Clouds,scattered clouds,5125,1,2012,10,8,14,0,Monday,October,41,0,0,0,0,9.79,49.62
2012-10-08 15:00:00,None,283.48,0.0,0.0,1,Clear,sky is clear,5502,1,2012,10,8,15,0,Monday,October,41,0,0,0,1,10.33,50.59
2012-10-08 16:00:00,None,284.33,0.0,0.0,1,Clear,sky is clear,5979,1,2012,10,8,16,0,Monday,October,41,0,0,0,1,11.18,52.12
2012-10-08 17:00:00,None,284.48,0.0,0.0,40,Clouds,scattered clouds,5663,1,2012,10,8,17,0,Monday,October,41,0,0,0,1,11.33,52.39
2012-10-08 18:00:00,None,284.23,0.0,0.0,40,Clouds,scattered clouds,4259,1,2012,10,8,18,0,Monday,October,41,0,0,0,1,11.08,51.94
2012-10-08 19:00:00,None,281.99,0.0,0.0,20,Clouds,few clouds,3069,1,2012,10,8,19,0,Monday,October,41,0,0,0,0,8.84,47.91
2012-10-08 20:00:00,None,279.81,0.0,0.0,1,Clear,sky is clear,2378,1,2012,10,8,20,0,Monday,October,41,0,0,0,0,6.66,43.99
2012-10-08 21:00:00,None,279.35,0.0,0.0,1,Clear,sky is clear,2030,1,2012,10,8,21,0,Monday,October,41,0,0,0,0,6.2,43.16
2012-10-08 22:00:00,None,278.9,0.0,0.0,1,Clear,sky is clear,1400,1,2012,10,8,22,0,Monday,October,41,0,0,0,0,5.75,42.35
2012-10-08 23:00:00,None,278.46,0.0,0.0,1,Clear,sky is clear,917,1,2012,10,8,23,0,Monday,October,41,0,0,0,0,5.31,41.56
2012-10-09 00:00:00,None,277.78,0.0,0.0,1,Clear,sky is clear,515,1,2012,10,9,0,1,Tuesday,October,41,0,0,0,0,4.63,40.33
2012-10-09 01:00:00,None,277.27,0.0,0.0,1,Clear,sky is clear,302,1,2012,10,9,1,1,Tuesday,October,41,0,0,0,0,4.12,39.42
2012-10-09 02:00:00,None,277.47,0.0,0.0,1,Clear,sky is clear,251,1,2012,10,9,2,1,Tuesday,October,41,0,0,0,0,4.32,39.78
2012-10-09 04:00:00,None,276.97,0.0,0.0,20,Clouds,few clouds,798,1,2012,10,9,4,1,Tuesday,October,41,0,0,0,0,3.82,38.88
2012-10-09 05:00:00,None,276.52,0.0,0.0,40,Clouds,scattered clouds,2678,1,2012,10,9,5,1,Tuesday,October,41,0,0,0,0,3.37,38.07
2012-10-09 06:00:00,None,276.6,0.0,0.0,40,Clouds,scattered clouds,5733,1,2012,10,9,6,1,Tuesday,October,41,0,0,1,0,3.45,38.21
2012-10-09 07:00:00,None,277.31,0.0,0.0,75,Clouds,broken clouds,6449,1,2012,10,9,7,1,Tuesday,October,41,0,0,1,0,4.16,39.49
2012-10-09 08:00:00,None,278.38,0.0,0.0,90,Clouds,overcast clouds,5765,1,2012,10,9,8,1,Tuesday,October,41,0,0,1,0,5.23,41.41
2012-10-09 09:00:00,None,279.35,0.0,0.0,90,Clouds,overcast clouds,5599,1,2012,10,9,9,1,Tuesday,October,41,0,0,1,0,6.2,43.16
2012-10-09 10:00:00,None,281.37,0.0,0.0,90,Clouds,overcast clouds,4534,1,2012,10,9,10,1,Tuesday,October,41,0,0,0,0,8.22,46.8
2012-10-09 11:00:00,None,283.11,0.0,0.0,90,Clouds,overcast clouds,4691,1,2012,10,9,11,1,Tuesday,October,41,0,0,0,0,9.96,49.93
2012-10-09 12:00:00,None,284.08,0.0,0.0,75,Clouds,broken clouds,5067,1,2012,10,9,12,1,Tuesday,October,41,0,0,0,0,10.93,51.67
2012-10-09 13:00:00,None,285.14,0.0,0.0,75,Clouds,broken clouds,5030,1,2012,10,9,13,1,Tuesday,October,41,0,0,0,0,11.99,53.58
2012-10-09 14:00:00,None,286.35,0.0,0.0,90,Clouds,overcast clouds,5300,1,2012,10,9,14,1,Tuesday,October,41,0,0,0,0,13.2,55.76
2012-10-09 15:00:00,None,287.23,0.0,0.0,100,Rain,light rain,5777,1,2012,10,9,15,1,Tuesday,October,41,0,0,0,1,14.08,57.34
2012-10-09 16:00:00,None,288.53,0.0,0.0,90,Clouds,overcast clouds,6349,1,2012,10,9,16,1,Tuesday,October,41,0,0,0,1,15.38,59.68
2012-10-09 17:00:00,None,290.37,0.0,0.0,90,Clouds,overcast clouds,6127,1,2012,10,9,17,1,Tuesday,October,41,0,0,0,1,17.22,63.0
2012-10-09 18:00:00,None,290.13,0.0,0.0,90,Clouds,overcast clouds,4460,1,2012,10,9,18,1,Tuesday,October,41,0,0,0,1,16.98,62.56
2012-10-09 19:00:00,None,288.86,0.0,0.0,75,Clouds,broken clouds,3418,1,2012,10,9,19,1,Tuesday,October,41,0,0,0,0,15.71,60.28
