date_time,traffic_volume,hour,day_of_week,month,is_weekend,is_holiday,is_morning_rush_hour,is_evening_rush_hour,temp_celsius,rain_1h,snow_1h,clouds_all,weather_event_count,weather_severity_rank,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,day_of_month,traffic_lag_1h,traffic_lag_2h,traffic_lag_3h,traffic_lag_4h,traffic_lag_6h,traffic_lag_12h,traffic_lag_24h,traffic_lag_48h,traffic_lag_168h,traffic_roll_mean_6h,traffic_roll_std_6h,traffic_roll_min_6h,traffic_roll_max_6h,traffic_roll_mean_24h,traffic_roll_std_24h,traffic_roll_min_24h,traffic_roll_max_24h,traffic_roll_mean_168h,traffic_roll_std_168h
2012-10-02 19:00:00,3539,19,1,10,0,0,0,0,17.82,0.0,0.0,20,1,2,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,2,4770.0,5791.0,6015.0,5584.0,4918.0,,,,,5376.5,497.7616899682023,4770.0,6015.0,5211.3,497.6741571215716,4516.0,6015.0,5211.3,497.6741571215716
2012-10-02 20:00:00,2784,20,1,10,0,0,0,0,16.23,0.0,0.0,1,1,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,2,3539.0,4770.0,5791.0,6015.0,5181.0,,,,,5146.666666666667,904.2209169592722,3539.0,6015.0,5059.272727272727,690.7581473872154,3539.0,6015.0,5059.272727272727,690.7581473872154
2012-10-02 21:00:00,2361,21,1,10,0,0,0,0,15.46,0.0,0.0,1,1,1,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,2,2784.0,3539.0,4770.0,5791.0,5584.0,5545.0,,,,4747.166666666667,1319.9614262040639,2784.0,6015.0,4869.666666666667,930.1480168948021,2784.0,6015.0,4869.666666666667,930.1480168948021
2012-10-02 22:00:00,1529,22,1,10,0,0,0,0,14.01,0.0,0.0,1,1,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,2,2361.0,2784.0,3539.0,4770.0,6015.0,4516.0,,,,4210.0,1547.4950080694923,2361.0,6015.0,4676.692307692308,1130.126422471942,2361.0,6015.0,4676.692307692308,1130.126422471942
2012-10-02 23:00:00,963,23,1,10,0,0,0,0,12.3,0.0,0.0,1,1,1,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,2,1529.0,2361.0,2784.0,3539.0,5791.0,4767.0,,,,3462.3333333333335,1584.2605425455322,1529.0,5791.0,4451.857142857143,1373.5547289447888,1529.0,6015.0,4451.857142857143,1373.5547289447888
2012-10-03 00:00:00,506,0,2,10,0,0,0,0,11.48,0.0,0.0,1,1,1,0.0,1.0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,3,963.0,1529.0,2361.0,2784.0,4770.0,5026.0,,,,2657.6666666666665,1377.5670824561184,963.0,4770.0,4219.266666666666,1601.0517287380933,963.0,6015.0,4219.266666666666,1601.0517287380933
2012-10-03 01:00:00,321,1,2,10,0,0,0,0,10.32,0.0,0.0,1,1,1,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,3,506.0,963.0,1529.0,2361.0,3539.0,4918.0,,,,1947.0,1151.1637589847915,506.0,3539.0,3987.1875,1803.9532595108994,506.0,6015.0,3987.1875,1803.9532595108994
2012-10-03 02:00:00,273,2,2,10,0,0,0,0,8.03,0.0,0.0,1,1,1,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,3,321.0,506.0,963.0,1529.0,2784.0,5181.0,,,,1410.6666666666667,1000.9376936985942,321.0,2784.0,3771.529411764706,1959.9744614932822,321.0,6015.0,3771.529411764706,1959.9744614932822
2012-10-03 03:00:00,367,3,2,10,0,0,0,0,7.94,0.0,0.0,1,1,1,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,3,273.0,321.0,506.0,963.0,2361.0,5584.0,,,,992.1666666666666,820.5813589563563,273.0,2361.0,3577.1666666666665,2072.5619624598185,273.0,6015.0,3577.1666666666665,2072.5619624598185
2012-10-03 04:00:00,814,4,2,10,0,0,0,0,6.38,0.0,0.0,1,1,1,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,3,367.0,273.0,321.0,506.0,1529.0,6015.0,,,,659.8333333333334,494.21145946513644,273.0,1529.0,3408.2105263157896,2144.5864035065742,273.0,6015.0,3408.2105263157896,2144.5864035065742
2012-10-03 05:00:00,2718,5,2,10,0,0,0,0,5.47,0.0,0.0,1,1,1,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,3,814.0,367.0,273.0,321.0,963.0,5791.0,,,,540.6666666666666,284.3720567613142,273.0,963.0,3278.5,2166.4905771899007,273.0,6015.0,3278.5,2166.4905771899007
2012-10-03 06:00:00,5673,6,2,10,0,0,1,0,5.08,0.0,0.0,1,1,1,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,3,2718.0,814.0,367.0,273.0,506.0,4770.0,,,,833.1666666666666,943.7600153993919,273.0,2718.0,3251.809523809524,2115.173128116174,273.0,6015.0,3251.809523809524,2115.173128116174
2012-10-03 08:00:00,6511,8,2,10,0,0,1,0,4.97,0.0,0.0,1,1,1,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,3,,5673.0,2718.0,814.0,273.0,2784.0,,,,1969.0,2294.420515075646,273.0,5673.0,3361.8636363636365,2127.7626142087,273.0,6015.0,3361.8636363636365,2127.7626142087
2012-10-03 09:00:00,5471,9,2,10,0,0,1,0,9.33,0.0,0.0,1,1,1,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,3,6511.0,,5673.0,2718.0,367.0,2361.0,5545.0,,,3216.6,2785.1517552909027,367.0,6511.0,3498.782608695652,2180.082691436721,273.0,6511.0,3498.782608695652,2180.082691436721
2012-10-03 12:00:00,5097,12,2,10,0,0,0,0,18.82,0.0,0.0,1,1,1,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,3,,,5471.0,6511.0,5673.0,506.0,5026.0,,,5885.0,551.4598806803623,5471.0,6511.0,3386.4285714285716,2251.1682427448322,273.0,6511.0,3580.9583333333335,2169.83574772411
2012-10-03 13:00:00,4887,13,2,10,0,0,0,0,20.08,0.0,0.0,1,1,1,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,3,5097.0,,,5471.0,,321.0,4918.0,,,5693.0,732.6745525811572,5097.0,6511.0,3389.809523809524,2253.8055510413406,273.0,6511.0,3641.6,2145.681243801138
2012-10-03 14:00:00,5337,14,2,10,0,0,0,0,21.16,0.0,0.0,1,1,1,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,3,4887.0,5097.0,,,6511.0,273.0,5181.0,,,5491.5,721.3069157208084,4887.0,6511.0,3388.3333333333335,2252.764486876809,273.0,6511.0,3689.5,2116.4698769413185
2012-10-03 15:00:00,5692,15,2,10,0,0,0,1,22.02,0.0,0.0,1,1,1,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,3,5337.0,4887.0,5097.0,,5471.0,367.0,5584.0,,,5198.0,258.6967336477173,4887.0,5471.0,3395.7619047619046,2259.219398481739,273.0,6511.0,3750.5185185185187,2099.449073710866
2012-10-03 16:00:00,6137,16,2,10,0,0,0,1,21.98,0.0,0.0,1,1,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,3,5692.0,5337.0,4887.0,5097.0,,814.0,6015.0,,,5253.25,345.47973891387335,4887.0,5692.0,3400.904761904762,2264.5663360732424,273.0,6511.0,3819.8571428571427,2092.619990175097
2012-10-03 18:00:00,4623,18,2,10,0,0,0,1,20.51,0.0,0.0,20,1,2,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,3,,6137.0,5692.0,5337.0,5097.0,5673.0,4770.0,,,5430.0,495.70152309630737,4887.0,6137.0,3287.5,2262.3714735229773,273.0,6511.0,3899.7586206896553,2099.4777012930144
2012-10-03 19:00:00,3591,19,2,10,0,0,0,0,17.5,0.0,0.0,20,1,2,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,3,4623.0,,6137.0,5692.0,4887.0,,3539.0,,,5335.2,607.9277917647775,4623.0,6137.0,3280.15,2257.5352483114016,273.0,6511.0,3923.866666666667,2067.183887076451
2012-10-03 20:00:00,2898,20,2,10,0,0,0,0,15.04,0.0,0.0,20,1,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,3,3591.0,4623.0,,6137.0,5337.0,6511.0,2784.0,,,5076.0,997.9644282237706,3591.0,6137.0,3282.75,2257.878973843885,273.0,6511.0,3913.1290322580644,2033.317924672799
2012-10-03 21:00:00,2637,21,2,10,0,0,0,0,13.95,0.0,0.0,1,1,1,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,3,2898.0,3591.0,4623.0,,5692.0,5471.0,2361.0,,,4588.2,1366.5239478326005,2898.0,6137.0,3288.45,2256.6972017810267,273.0,6511.0,3881.40625,2008.2871671566616
2012-10-03 22:00:00,1777,22,2,10,0,0,0,0,13.1,0.0,0.0,1,1,1,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,3,2637.0,2898.0,3591.0,4623.0,6137.0,,1529.0,,,3977.2,1431.061913405564,2637.0,6137.0,3302.25,2251.5652771723985,273.0,6511.0,3843.6969696969695,1988.4931399939578
2012-10-03 23:00:00,1015,23,2,10,0,0,0,0,12.11,0.0,0.0,1,1,1,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,3,1777.0,2637.0,2898.0,3591.0,,,963.0,,,3105.2,1068.4073193309707,1777.0,4623.0,3314.65,2241.94786725153,273.0,6511.0,3782.9117647058824,1989.9518094918333
2012-10-04 00:00:00,598,0,3,10,0,0,0,0,11.4,0.0,0.0,1,1,1,0.0,1.0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,4,1015.0,1777.0,2637.0,2898.0,4623.0,5097.0,506.0,,,2756.8333333333335,1281.15235888112,1015.0,4623.0,3317.25,2239.105457543257,273.0,6511.0,3703.8285714285716,2015.5236582106206
2012-10-04 01:00:00,369,1,3,10,0,0,0,0,10.32,0.0,0.0,1,1,1,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,4,598.0,1015.0,1777.0,2637.0,3591.0,4887.0,321.0,,,2086.0,1156.25568106712,598.0,3591.0,3321.85,2233.1125616855716,273.0,6511.0,3617.5555555555557,2052.856079353758
2012-10-04 02:00:00,312,2,3,10,0,0,0,0,10.02,0.0,0.0,1,1,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,4,369.0,598.0,1015.0,1777.0,2898.0,5337.0,273.0,,,1549.0,1061.8367106104347,369.0,2898.0,3324.25,2229.740954390041,273.0,6511.0,3529.7567567567567,2093.4124640750433
2012-10-04 03:00:00,367,3,3,10,0,0,0,0,8.89,0.0,0.0,1,1,1,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,4,312.0,369.0,598.0,1015.0,2637.0,5692.0,367.0,,,1118.0,920.1399893494395,312.0,2637.0,3326.2,2226.9473701625025,312.0,6511.0,3445.0789473684213,2129.8839757967144
2012-10-04 04:00:00,835,4,3,10,0,0,0,0,8.54,0.0,0.0,1,1,1,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,4,367.0,312.0,369.0,598.0,1777.0,6137.0,814.0,,,739.6666666666666,571.1587053233559,312.0,1777.0,3326.2,2226.9473701625025,312.0,6511.0,3366.153846153846,2158.6950558449785
2012-10-04 05:00:00,2726,5,3,10,0,0,0,0,8.17,0.0,0.0,1,1,1,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,4,835.0,367.0,312.0,369.0,1015.0,,2718.0,,,582.6666666666666,288.5291435308597,312.0,1015.0,3327.25,2225.7051366394335,312.0,6511.0,3302.875,2168.0974548479016
2012-10-04 06:00:00,5689,6,3,10,0,0,1,0,7.59,0.0,0.0,1,1,1,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,4,2726.0,835.0,367.0,312.0,598.0,4623.0,5673.0,,,867.8333333333334,931.1595817402366,312.0,2726.0,3327.65,2225.5905963657333,312.0,6511.0,3288.8048780487807,2142.719559572743
2012-10-04 07:00:00,6990,7,3,10,0,0,1,0,7.42,0.0,0.0,1,1,1,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,4,5689.0,2726.0,835.0,367.0,369.0,3591.0,,,,1716.3333333333333,2153.4351781901064,312.0,5689.0,3328.45,2226.480713096225,312.0,6511.0,3345.9523809523807,2148.5880554037017
2012-10-04 08:00:00,5985,8,3,10,0,0,1,0,8.71,0.0,0.0,1,1,1,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,4,6990.0,5689.0,2726.0,835.0,312.0,2898.0,6511.0,,,2819.8333333333335,2894.007423395223,312.0,6990.0,3502.809523809524,2312.527115928538,312.0,6990.0,3430.6976744186045,2194.3863610725275
2012-10-04 09:00:00,5309,9,3,10,0,0,1,0,11.83,0.0,0.0,1,1,1,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,4,5985.0,6990.0,5689.0,2726.0,367.0,2637.0,5471.0,5545.0,,3765.3333333333335,2836.9570082513874,367.0,6990.0,3477.7619047619046,2280.948462915414,312.0,6990.0,3488.75,2202.641650013023
2012-10-04 10:00:00,4603,10,3,10,0,0,0,0,16.03,0.0,0.0,1,1,1,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,4,5309.0,5985.0,6990.0,5689.0,835.0,1777.0,,4516.0,,4589.0,2324.0181582767377,835.0,6990.0,3470.0476190476193,2274.1339335270136,312.0,6990.0,3529.2,2194.3096926534154
2012-10-04 11:00:00,4884,11,3,10,0,0,0,0,18.4,0.0,0.0,1,1,1,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,4,4603.0,5309.0,5985.0,6990.0,2726.0,1015.0,,4767.0,,5217.0,1452.355190716101,2726.0,6990.0,3521.5454545454545,2232.4334305069483,312.0,6990.0,3552.5434782608695,2175.5600117519853
2012-10-04 12:00:00,5104,12,3,10,0,0,0,0,21.82,0.0,0.0,1,1,1,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,4,4884.0,4603.0,5309.0,5985.0,5689.0,598.0,5097.0,5026.0,,5576.666666666667,857.4759860583098,4603.0,6990.0,3580.782608695652,2199.5300522140824,312.0,6990.0,3580.872340425532,2160.529419992493
2012-10-04 13:00:00,5178,13,3,10,0,0,0,0,23.23,0.0,0.0,1,1,1,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,4,5104.0,4884.0,4603.0,5309.0,6990.0,369.0,4887.0,4918.0,,5479.166666666667,875.2237237796234,4603.0,6990.0,3581.086956521739,2199.7498600159784,312.0,6990.0,3612.6041666666665,2148.6978019809085
2012-10-04 14:00:00,5501,14,3,10,0,0,0,0,24.17,0.0,0.0,1,1,1,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,4,5178.0,5104.0,4884.0,4603.0,5985.0,312.0,5337.0,5181.0,,5177.166666666667,467.1065902625109,4603.0,5985.0,3593.7391304347825,2208.4221890792055,312.0,6990.0,3644.5510204081634,2137.9256892022745
2012-10-04 15:00:00,5713,15,3,10,0,0,0,1,25.02,0.0,0.0,1,1,1,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,4,5501.0,5178.0,5104.0,4884.0,5309.0,367.0,5692.0,5584.0,,5096.5,317.5447999889185,4603.0,5501.0,3600.8695652173915,2214.562799133126,312.0,6990.0,3681.68,2132.222826353871
2012-10-04 16:00:00,6292,16,3,10,0,0,0,1,24.91,0.0,0.0,20,1,2,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,4,5713.0,5501.0,5178.0,5104.0,4603.0,835.0,6137.0,6015.0,,5163.833333333333,402.9607507768829,4603.0,5713.0,3601.782608695652,2215.468285333861,312.0,6990.0,3721.5098039215686,2129.8717742864146
2012-10-04 17:00:00,6057,17,3,10,0,0,0,1,24.52,0.0,0.0,20,1,2,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,4,6292.0,5713.0,5501.0,5178.0,4884.0,2726.0,,5791.0,,5445.333333333333,508.85348251404355,4884.0,6292.0,3608.521739130435,2223.7508417815407,312.0,6990.0,3770.9423076923076,2138.8013998449887
2012-10-04 18:00:00,4907,18,3,10,0,0,0,1,23.21,0.0,0.0,40,1,2,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,4,6057.0,6292.0,5713.0,5501.0,5104.0,5689.0,4623.0,4770.0,,5640.833333333333,474.21067751229583,5104.0,6292.0,3710.5416666666665,2231.5596413654316,312.0,6990.0,3814.0754716981132,2141.2859979376212
2012-10-04 19:00:00,3503,19,3,10,0,0,0,0,20.7,0.0,0.0,40,1,2,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,4,4907.0,6057.0,6292.0,5713.0,5178.0,6990.0,3591.0,3539.0,,5608.0,523.1122250530989,4907.0,6292.0,3722.375,2237.353984791157,312.0,6990.0,3834.314814814815,2126.1971617702284
2012-10-04 20:00:00,3037,20,3,10,0,0,0,0,19.28,0.0,0.0,40,1,2,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,4,3503.0,4907.0,6057.0,6292.0,5501.0,5985.0,2898.0,2784.0,,5328.833333333333,1014.569153220553,3503.0,6292.0,3718.7083333333335,2237.6507377773146,312.0,6990.0,3828.2909090909093,2106.8918451448917
2012-10-04 21:00:00,2822,21,3,10,0,0,0,0,18.62,0.0,0.0,75,1,2,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,4,3037.0,3503.0,4907.0,6057.0,5713.0,5309.0,2637.0,2361.0,,4918.166666666667,1368.044504636698,3037.0,6292.0,3724.5,2235.613115008945,312.0,6990.0,3814.160714285714,2090.3266189046385
2012-10-04 22:00:00,1992,22,3,10,0,0,0,0,18.21,0.0,0.0,75,1,2,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,4,2822.0,3037.0,3503.0,4907.0,6292.0,4603.0,1777.0,1529.0,,4436.333333333333,1531.4635701402326,2822.0,6292.0,3732.2083333333335,2232.0164597173725,312.0,6990.0,3796.754385964912,2075.7430191267977
2012-10-04 23:00:00,1166,23,3,10,0,0,0,0,17.97,0.0,0.0,75,1,2,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,4,1992.0,2822.0,3037.0,3503.0,6057.0,4884.0,1015.0,963.0,,3719.6666666666665,1495.0921933669058,1992.0,6057.0,3741.1666666666665,2224.2458549333983,312.0,6990.0,3765.637931034483,2071.0565546529824
2012-10-05 00:00:00,627,0,4,10,0,0,0,0,17.48,0.0,0.0,75,1,2,0.0,1.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,5,1166.0,1992.0,2822.0,3037.0,4907.0,5104.0,598.0,506.0,,2904.5,1284.3371442109722,1166.0,4907.0,3747.4583333333335,2216.398861042814,312.0,6990.0,3721.576271186441,2080.8331488181216
2012-10-05 01:00:00,388,1,4,10,0,0,0,0,17.31,0.0,0.0,40,1,2,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,5,627.0,1166.0,1992.0,2822.0,3503.0,5178.0,369.0,321.0,,2191.1666666666665,1128.852765716884,627.0,3503.0,3748.6666666666665,2214.6143773984013,312.0,6990.0,3670.0,2101.4484835021676
2012-10-05 03:00:00,368,3,4,10,0,0,0,0,16.11,0.0,0.0,0,1,1,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,5,,388.0,627.0,1166.0,2822.0,5713.0,367.0,367.0,,1399.0,1006.1028774434478,388.0,2822.0,3898.913043478261,2135.691731948467,367.0,6990.0,3616.1967213114754,2125.809648264806
2012-10-05 05:00:00,2489,5,4,10,0,0,0,0,10.06,0.0,0.0,75,1,2,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,5,,368.0,,388.0,1166.0,6057.0,2726.0,2718.0,,637.25,371.61931686423605,368.0,1166.0,4038.2272727272725,2076.218286803888,368.0,6990.0,3563.8064516129034,2148.2917639158127
2012-10-05 06:00:00,5537,6,4,10,0,0,1,0,9.09,0.0,0.0,90,1,2,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,5,2489.0,,368.0,,627.0,4907.0,5689.0,5673.0,,968.0,1020.8039315493667,368.0,2489.0,4027.4545454545455,2083.9516201146207,368.0,6990.0,3546.746031746032,2135.19463468982
2012-10-05 07:00:00,6628,7,4,10,0,0,1,0,8.54,0.0,0.0,90,1,2,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,5,5537.0,2489.0,,368.0,388.0,3503.0,6990.0,,,2195.5,2439.8481510126785,368.0,5537.0,4020.5454545454545,2078.4252905292715,368.0,6990.0,3577.84375,2132.74061125139
2012-10-05 08:00:00,5534,8,4,10,0,0,1,0,7.42,0.0,0.0,90,1,2,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,5,6628.0,5537.0,2489.0,,,3037.0,5985.0,6511.0,,3755.5,2857.9816304518117,368.0,6628.0,4004.090909090909,2055.0992076410207,368.0,6628.0,3624.769230769231,2149.567621997145
